Tech;Duplex;BW;N_ant;Band;Chamber;Polarization;Transf;Throughput;PcktRetr;Ptx;Prx;Pl;Time;RTTmin;RTTavg;RTTmax;RTTmdev
4G;TDD;20;MIMO;38;anecoica;2;165;139;1374;15;15;0;14033;20.564;144.937;1.040.022;294.713
4G;TDD;20;MIMO;38;anecoica;2;166;139;1704;15;15;0;14014;20.856;30.953;39.939;6.292
4G;TDD;20;MIMO;38;anecoica;2;165;139;1334;15;15;0;14041;24.717;98.676;1.063.961;258.009
4G;TDD;20;MIMO;38;anecoica;2;166;139;1601;15;15;0;14057;20.282;305.972;1.064.961;409.865
4G;TDD;20;MIMO;38;anecoica;2;165;138;1883;15;15;0;14018;21.871;30.473;39.955;5.327
4G;TDD;20;MIMO;38;anecoica;2;166;139;1132;15;15;0;14027;20.589;92.701;1.038.903;252.920
4G;TDD;20;MIMO;38;anecoica;3;165;139;1868;15;15;0;14037;23.068;161.216;1.025.068;329.765
4G;TDD;20;MIMO;38;anecoica;3;165;138;871;15;15;0;14017;22.985;32.549;41.876;5.747
4G;TDD;20;MIMO;38;anecoica;3;165;138;1220;15;15;0;14018;21.081;94.336;990.944;239.691
4G;TDD;20;MIMO;38;anecoica;3;165;138;900;15;15;0;14054;21.937;232.185;1.056.994;401.069
4G;TDD;20;MIMO;38;anecoica;3;166;139;1169;15;15;0;14007;20.678;34.027;40.028;7.687
4G;TDD;20;MIMO;38;anecoica;3;165;139;1277;15;15;0;14019;21.218;30.302;39.953;5.597
4G;TDD;20;MIMO;38;anecoica;3;163;137;1146;15;15;0;14070;20.932;279.028;1.057.676;422.382
4G;TDD;20;MIMO;38;anecoica;3;166;139;1464;15;15;0;14036;20.953;98.784;1.056.043;255.902
4G;TDD;20;MIMO;38;anecoica;3;165;138;1536;15;15;0;14018;20.832;29.610;38.954;5.728
4G;TDD;20;MIMO;38;anecoica;3;164;138;1292;15;15;0;14015;21.126;91.653;493.003;154.943
4G;TDD;20;MIMO;38;anecoica;3;165;139;1912;15;15;0;14088;21.956;385.805;1.067.892;473.351
4G;TDD;20;MIMO;38;anecoica;3;166;139;1020;15;15;0;14015;21.951;32.996;46.000;6.772
4G;TDD;20;MIMO;38;anecoica;3;163;137;1112;15;15;0;14016;20.830;30.516;39.646;5.762
4G;TDD;20;MIMO;38;anecoica;3;164;138;893;15;15;0;14016;20.421;30.428;39.278;5.979
4G;TDD;20;MIMO;38;anecoica;3;165;139;1499;15;14;6;14015;20.952;31.521;39.032;6.180
4G;TDD;20;MIMO;38;anecoica;3;164;138;1972;15;15;0;14016;21.073;31.322;39.878;5.654
4G;TDD;20;MIMO;38;anecoica;3;164;138;1320;15;15;0;14014;20.945;31.177;39.808;6.430
4G;TDD;20;MIMO;38;anecoica;3;162;136;1060;15;15;0;14016;20.886;29.826;38.940;5.741
4G;TDD;20;MIMO;38;anecoica;3;164;137;801;15;15;0;14017;21.021;31.139;39.964;6.155
4G;TDD;20;MIMO;38;anecoica;3;164;138;1052;15;15;0;14048;21.630;432.716;1.050.930;494.563
4G;TDD;20;MIMO;38;rever;1;133;112;951;15;15;0;14014;20.889;59.203;241.901;68.756
4G;TDD;20;MIMO;38;rever;1;134;113;1906;15;15;0;14015;20.976;32.221;39.998;5.829
4G;TDD;20;MIMO;38;rever;1;134;113;1300;15;15;0;14015;21.958;79.862;273.989;96.665
4G;TDD;20;MIMO;38;rever;1;133;112;1748;15;15;0;14029;21.517;96.799;1.042.698;252.891
4G;TDD;20;MIMO;38;rever;1;133;112;839;15;15;0;14018;21.081;31.399;39.849;5.750
4G;TDD;20;MIMO;38;rever;1;135;113;1884;15;15;0;14060;20.978;165.218;1.056.098;347.306
4G;TDD;20;MIMO;38;rever;1;131;110;1421;15;15;0;14019;21.869;98.569;1.034.863;250.331
4G;TDD;20;MIMO;38;rever;1;134;112;1963;15;15;0;14014;21.740;32.204;40.024;5.646
4G;TDD;20;MIMO;38;rever;1;131;110;2140;15;15;0;14017;20.988;31.954;40.062;5.766
4G;TDD;20;MIMO;38;rever;1;134;113;1616;15;15;0;14014;20.813;31.503;39.031;6.374
4G;TDD;20;MIMO;38;rever;1;135;113;2357;15;15;0;14017;20.544;29.957;39.034;6.281
4G;TDD;20;MIMO;38;rever;1;135;113;1157;15;15;0;14017;20.924;30.007;38.936;5.647
4G;TDD;20;MIMO;38;rever;1;134;113;1843;15;15;0;14017;20.944;30.056;38.891;5.533
4G;TDD;20;MIMO;38;rever;1;135;113;1822;15;15;0;14020;20.842;95.622;1.038.065;251.926
4G;TDD;20;MIMO;38;rever;1;134;113;1218;15;15;0;14020;25.830;98.314;1.044.893;253.014
4G;TDD;20;MIMO;38;rever;1;135;113;2668;15;15;0;14016;20.858;30.379;38.974;5.725
4G;TDD;20;MIMO;38;rever;1;134;113;1756;15;15;0;14032;21.820;101.217;1.054.034;254.721
4G;TDD;20;MIMO;38;rever;1;134;113;1349;15;15;0;14017;20.975;31.268;39.983;5.966
4G;TDD;20;MIMO;38;rever;1;135;113;2132;15;15;0;14056;20.868;163.086;1.059.914;348.730
4G;TDD;20;MIMO;38;rever;1;134;113;1482;15;15;0;14016;21.766;31.481;40.018;5.996
4G;TDD;20;MIMO;38;rever;2;123;103;1294;15;15;0;14018;20.948;29.572;38.848;5.666
4G;TDD;20;MIMO;38;rever;2;125;105;986;15;15;0;14030;20.940;99.357;1.051.904;254.659
4G;TDD;20;MIMO;38;rever;2;124;104;1170;15;15;0;14017;20.966;30.736;39.946;5.662
4G;TDD;20;MIMO;38;rever;2;124;104;1505;15;15;0;14015;20.909;31.115;40.006;6.313
4G;TDD;20;MIMO;38;rever;2;124;104;1185;15;15;0;14017;20.457;30.010;39.570;5.724
4G;TDD;20;MIMO;38;rever;2;124;104;1391;15;15;0;14020;21.578;162.699;1.039.848;343.503
4G;TDD;20;MIMO;38;rever;2;124;104;734;15;15;0;14017;21.909;31.486;40.017;5.577
4G;TDD;20;MIMO;38;rever;2;125;105;1465;15;15;0;14034;21.968;163.931;1.045.997;344.981
4G;TDD;20;MIMO;38;rever;2;124;104;1803;15;15;0;14045;20.958;94.989;1.059.030;257.695
4G;TDD;20;MIMO;38;rever;2;126;105;1459;15;15;0;14015;21.955;34.524;49.015;8.557
4G;TDD;20;MIMO;38;rever;2;125;105;1773;15;12;20;14181;31.758;1.109.301;4.653.877;1577.155pipe5
4G;TDD;20;MIMO;38;rever;2;124;104;1004;15;15;0;14015;20.984;32.026;39.979;6.090
4G;TDD;20;MIMO;38;rever;2;125;105;1768;15;15;0;14028;20.971;161.258;1.039.951;342.707
4G;TDD;20;MIMO;38;rever;2;125;105;1041;15;15;0;14025;21.445;162.823;1.035.930;340.546
4G;TDD;20;MIMO;38;rever;2;124;104;912;15;15;0;14015;20.978;31.284;39.837;6.111
4G;TDD;20;MIMO;38;rever;2;126;105;1100;15;15;0;14014;20.933;30.276;38.966;6.474
4G;TDD;20;MIMO;38;rever;2;124;104;1553;15;15;0;14015;20.929;29.733;39.055;6.273
4G;TDD;20;MIMO;38;rever;2;124;104;1495;15;15;0;14014;20.964;65.815;544.028;127.972
4G;TDD;20;MIMO;38;rever;2;123;103;1044;15;14;6;14017;21.859;31.779;39.955;5.960
4G;TDD;20;MIMO;38;rever;2;123;103;1476;15;15;0;14027;20.777;95.398;1.038.958;252.272
4G;TDD;20;MIMO;38;rever;3;142;119;2273;15;15;0;14015;20.882;29.585;39.763;6.352
4G;TDD;20;MIMO;38;rever;3;142;119;1983;15;15;0;14012;21.025;83.964;842.946;202.949
4G;TDD;20;MIMO;38;rever;3;142;119;2137;15;15;0;14012;20.905;29.050;39.967;7.099
4G;TDD;20;MIMO;38;rever;3;143;120;1750;15;15;0;14012;20.985;31.344;46.178;8.084
4G;TDD;20;MIMO;38;rever;3;144;121;2009;15;15;0;14021;21.007;99.980;1.029.991;248.612
4G;TDD;20;MIMO;38;rever;3;144;120;1708;15;15;0;14015;21.529;31.693;39.929;6.125
4G;TDD;20;MIMO;38;rever;3;143;120;1933;15;15;0;14013;21.010;31.579;40.106;6.956
4G;TDD;20;MIMO;38;rever;3;140;117;1978;15;15;0;14013;20.630;161.971;1.022.441;337.477
4G;TDD;20;MIMO;38;rever;3;145;122;1625;15;15;0;14037;20.964;100.234;1.055.976;255.543
4G;TDD;20;MIMO;38;rever;3;138;115;1724;15;15;0;14012;20.950;31.557;39.967;6.495
4G;TDD;20;MIMO;38;rever;3;139;116;1744;15;15;0;14025;21.015;93.583;1.037.414;252.308
4G;TDD;20;MIMO;38;rever;3;143;120;2516;15;15;0;14054;21.640;165.080;1.056.892;348.312
4G;TDD;20;MIMO;38;rever;3;142;119;2141;15;15;0;14011;20.988;27.946;39.815;6.778
4G;TDD;20;MIMO;38;rever;3;143;120;2221;15;15;0;14007;21.498;29.474;40.161;7.490
4G;TDD;20;MIMO;38;rever;3;141;119;1790;15;15;0;14009;20.981;27.417;39.902;6.828
4G;TDD;20;MIMO;38;rever;3;145;122;5027;15;15;0;14019;21.567;98.878;1.032.047;249.484
4G;TDD;20;MIMO;38;rever;3;144;121;1795;15;15;0;14046;20.839;163.952;1.055.934;347.971
4G;TDD;20;MIMO;38;rever;3;144;120;2558;15;15;0;14009;20.354;30.849;40.132;8.019
4G;TDD;20;MIMO;38;rever;3;142;119;2711;15;15;0;14009;21.925;32.168;40.006;6.779
4G;TDD;20;MIMO;38;rever;3;142;119;1611;15;15;0;14009;20.207;31.168;41.000;7.856
4G;TDD;20;SISO;38;anecoica;1;87.0;73.0;1434;15;15;0;14031;24.050;99.500;1.023.094;247.001
4G;TDD;20;SISO;38;anecoica;1;86.5;72.6;1536;15;15;0;14017;20.662;30.230;43.998;6.372
4G;TDD;20;SISO;38;anecoica;1;87.3;73.2;1587;15;15;0;14013;22.685;27.984;36.369;4.264
4G;TDD;20;SISO;38;anecoica;1;86.1;72.3;1105;15;15;0;14016;20.945;30.645;43.820;6.931
4G;TDD;20;SISO;38;anecoica;1;86.6;72.7;1481;15;15;0;14014;21.666;32.776;49.950;6.641
4G;TDD;20;SISO;38;anecoica;1;85.5;71.7;2062;15;15;0;14017;21.015;30.807;39.959;5.430
4G;TDD;20;SISO;38;anecoica;1;86.5;72.5;1274;15;15;0;14014;21.935;32.250;56.567;9.330
4G;TDD;20;SISO;38;anecoica;1;86.6;72.6;1876;15;15;0;14015;21.059;33.917;48.937;7.866
4G;TDD;20;SISO;38;anecoica;1;84.6;70.9;1579;15;15;0;14014;20.838;31.611;38.975;4.819
4G;TDD;20;SISO;38;anecoica;1;86.0;72.2;2015;15;15;0;14013;20.956;32.733;44.968;7.681
4G;TDD;20;SISO;38;anecoica;1;86.5;72.6;1356;15;15;0;14013;20.362;37.146;52.976;9.699
4G;TDD;20;SISO;38;anecoica;1;87.0;73.0;1398;15;15;0;14014;20.960;32.331;39.126;6.153
4G;TDD;20;SISO;38;anecoica;1;86.5;72.6;1534;15;15;0;14015;21.019;32.302;48.020;6.112
4G;TDD;20;SISO;38;anecoica;1;87.0;73.0;1770;15;15;0;14013;24.003;34.943;56.498;8.971
4G;TDD;20;SISO;38;anecoica;1;84.9;71.2;1646;15;15;0;14012;20.926;29.032;40.065;6.045
4G;TDD;20;SISO;38;anecoica;1;85.9;72.0;1336;15;15;0;14015;20.978;33.633;48.948;7.437
4G;TDD;20;SISO;38;anecoica;1;87.1;73.0;1846;15;15;0;14013;21.195;32.901;39.952;4.763
4G;TDD;20;SISO;38;anecoica;1;86.0;72.1;1565;15;15;0;14013;20.767;38.348;55.394;9.603
4G;TDD;20;SISO;38;anecoica;1;86.0;72.1;1425;15;15;0;14013;20.949;27.441;39.028;6.050
4G;TDD;20;SISO;38;anecoica;1;85.7;71.9;1467;15;15;0;14016;23.947;37.297;50.156;7.320
4G;TDD;20;SISO;38;anecoica;2;87.9;73.7;1047;15;15;0;14017;20.920;32.211;49.040;7.353
4G;TDD;20;SISO;38;anecoica;2;88.0;73.8;431;15;15;0;14017;21.612;31.251;39.967;6.262
4G;TDD;20;SISO;38;anecoica;2;87.5;73.4;935;15;15;0;14016;20.895;30.066;39.007;6.161
4G;TDD;20;SISO;38;anecoica;2;87.7;73.5;866;15;15;0;14017;20.965;30.354;38.983;5.599
4G;TDD;20;SISO;38;anecoica;2;87.3;73.3;1083;15;15;0;14017;20.745;30.132;39.046;6.310
4G;TDD;20;SISO;38;anecoica;2;87.8;73.6;775;15;15;0;14019;20.941;30.634;39.773;5.757
4G;TDD;20;SISO;38;anecoica;2;87.6;73.5;805;15;15;0;14017;22.919;32.447;40.988;5.859
4G;TDD;20;SISO;38;anecoica;2;87.9;73.7;1368;15;15;0;14017;20.948;30.114;38.977;5.917
4G;TDD;20;SISO;38;anecoica;2;87.5;73.4;673;15;15;0;14017;21.912;31.719;40.042;5.825
4G;TDD;20;SISO;38;anecoica;2;87.7;73.6;1462;15;15;0;14016;21.857;32.690;48.946;6.908
4G;TDD;20;SISO;38;anecoica;2;87.4;73.4;837;15;15;0;14014;20.915;29.820;38.996;6.293
4G;TDD;20;SISO;38;anecoica;2;87.7;73.6;1085;15;15;0;14017;21.703;29.810;39.902;5.787
4G;TDD;20;SISO;38;anecoica;2;87.7;73.6;785;15;15;0;14019;20.971;30.173;39.954;5.707
4G;TDD;20;SISO;38;anecoica;2;87.3;73.2;1019;15;15;0;14001;24.951;26.905;45.949;5.124
4G;TDD;20;SISO;38;anecoica;2;87.4;73.3;1193;15;15;0;14016;21.650;32.904;45.837;6.504
4G;TDD;20;SISO;38;anecoica;2;87.9;73.7;900;15;15;0;14019;20.965;29.933;38.957;5.472
4G;TDD;20;SISO;38;anecoica;2;87.7;73.5;1073;15;15;0;14017;20.954;31.750;44.049;6.103
4G;TDD;20;SISO;38;anecoica;2;87.7;73.6;763;15;15;0;14018;21.938;32.848;44.932;6.406
4G;TDD;20;SISO;38;anecoica;2;87.5;73.4;853;15;15;0;14017;21.932;31.728;39.973;5.549
4G;TDD;20;SISO;38;anecoica;2;87.7;73.5;1262;15;15;0;14014;22.139;32.295;40.858;6.119
4G;TDD;20;SISO;38;anecoica;3;88.1;73.9;1163;15;15;0;14004;21.939;24.119;26.196;1.284
4G;TDD;20;SISO;38;anecoica;3;86.3;72.4;1299;15;15;0;14021;21.962;30.789;39.974;5.735
4G;TDD;20;SISO;38;anecoica;3;88.2;74.0;1062;15;15;0;14017;20.951;30.993;38.965;5.809
4G;TDD;20;SISO;38;anecoica;3;87.3;73.2;1020;15;15;0;14018;20.949;28.464;38.444;4.826
4G;TDD;20;SISO;38;anecoica;3;87.3;73.2;815;15;15;0;14016;20.971;31.355;39.935;5.939
4G;TDD;20;SISO;38;anecoica;3;87.9;73.7;1273;15;15;0;14016;20.926;30.132;39.954;6.013
4G;TDD;20;SISO;38;anecoica;3;87.3;73.3;1014;15;15;0;14017;20.969;30.324;40.035;6.256
4G;TDD;20;SISO;38;anecoica;3;87.3;73.2;1066;15;15;0;14019;21.054;30.504;39.951;5.764
4G;TDD;20;SISO;38;anecoica;3;86.7;72.8;720;15;15;0;14017;21.847;31.184;39.964;5.897
4G;TDD;20;SISO;38;anecoica;3;87.1;73.0;1049;15;15;0;14019;20.967;30.169;38.996;5.722
4G;TDD;20;SISO;38;anecoica;3;87.9;73.7;1087;15;15;0;14016;21.012;30.086;39.828;5.939
4G;TDD;20;SISO;38;anecoica;3;87.2;73.2;1172;15;15;0;14019;21.014;30.829;40.075;5.716
4G;TDD;20;SISO;38;anecoica;3;86.9;72.9;1218;15;15;0;14015;21.894;31.764;39.994;5.983
4G;TDD;20;SISO;38;anecoica;3;87.5;73.4;590;15;15;0;14017;21.815;31.509;39.966;5.757
4G;TDD;20;SISO;38;anecoica;3;87.3;73.2;709;15;15;0;14017;21.962;31.483;40.014;6.089
4G;TDD;20;SISO;38;anecoica;3;87.4;73.3;985;15;15;0;14017;21.942;31.654;40.019;5.749
4G;TDD;20;SISO;38;anecoica;3;87.2;73.2;849;15;15;0;14003;21.979;23.092;25.787;1.120
4G;TDD;20;SISO;38;anecoica;3;87.7;73.6;1058;15;15;0;14015;20.994;30.621;39.975;6.314
4G;TDD;20;SISO;38;anecoica;3;87.7;73.6;773;15;15;0;14016;20.809;30.841;39.012;5.782
4G;TDD;20;SISO;38;anecoica;3;87.3;73.2;1227;15;15;0;14018;20.848;29.844;38.998;5.737
4G;TDD;20;SISO;38;rever;1;87.6;73.5;1361;15;15;0;14016;20.952;30.290;39.116;6.021
4G;TDD;20;SISO;38;rever;1;87.3;73.2;1226;15;15;0;14017;21.932;30.641;39.950;5.813
4G;TDD;20;SISO;38;rever;1;87.1;73.1;1113;15;15;0;14016;20.965;35.145;45.005;8.435
4G;TDD;20;SISO;38;rever;1;88.0;73.8;894;15;15;0;14015;21.025;30.537;39.926;6.164
4G;TDD;20;SISO;38;rever;1;86.9;72.9;729;15;15;0;14018;21.104;30.696;39.965;6.001
4G;TDD;20;SISO;38;rever;1;86.9;72.9;1084;15;15;0;14019;20.971;30.393;39.935;5.955
4G;TDD;20;SISO;38;rever;1;87.8;73.6;1162;15;15;0;14017;21.059;29.932;39.917;6.027
4G;TDD;20;SISO;38;rever;1;87.8;73.7;820;15;15;0;14015;21.004;31.636;39.967;6.118
4G;TDD;20;SISO;38;rever;1;88.1;73.9;582;15;15;0;14019;20.812;30.078;39.492;5.723
4G;TDD;20;SISO;38;rever;1;88.0;73.8;426;15;15;0;14018;21.012;30.616;39.968;5.882
